Timestamp,Milliseconds,X,Y,Z
2020-10-27 20:03:27,4,-0.8002763,3.7930667,6.992295
2020-10-27 20:03:27,52,-1.2842019,3.4943564,8.716915
2020-10-27 20:03:27,102,-0.40743566,3.370193,8.839153
2020-10-27 20:03:27,152,0.028653806,3.401203,8.802398
2020-10-27 20:03:27,202,-0.73166806,3.1719725,9.361778
2020-10-27 20:03:27,253,-0.8329619,3.2590065,9.851288
2020-10-27 20:03:27,302,-0.74384975,3.419648,9.289464
2020-10-27 20:03:27,352,-0.31221348,3.314954,8.189932
2020-10-27 20:03:27,402,-0.8477102,3.1865005,8.799429
2020-10-27 20:03:27,452,-0.068225175,5.0607104,9.459309
2020-10-27 20:03:27,502,-3.406298,2.4401033,8.855031
2020-10-27 20:03:28,553,-3.9813275,4.8144426,6.9852557
2020-10-27 20:03:28,602,-2.9853876,5.3808727,8.7954445
2020-10-27 20:03:28,652,-3.8812022,2.7078803,7.459978
2020-10-27 20:03:28,702,-3.2242427,5.987075,4.0955215
2020-10-27 20:03:28,752,-3.190015,3.8116362,4.9214063
2020-10-27 20:03:28,802,-1.233148,0.015389929,4.1917586
2020-10-27 20:03:28,852,-4.832409,-3.6955366,6.3620067
2020-10-27 20:03:28,903,-3.489501,-4.8017154,4.545995
2020-10-27 20:03:28,952,-8.498219,-8.176543,3.6284223
2020-10-27 20:03:28,1002,-9.4808855,-9.336716,8.518071
2020-10-27 20:03:28,1052,-13.13846,-10.212066,6.159333
2020-10-27 20:03:28,1102,-16.098957,-8.600825,10.764762
2020-10-27 20:03:28,1152,-14.8359,-5.864195,15.585573
2020-10-27 20:03:28,1203,-10.044337,-3.025658,7.5363817
2020-10-27 20:03:28,1252,-5.5062428,-4.0159,1.0162141
2020-10-27 20:03:28,1302,-3.1202579,-4.9190025,-1.6669103
2020-10-27 20:03:28,1352,-4.735185,-8.283545,1.2730354
2020-10-27 20:03:28,1402,-3.338178,-7.993722,1.1914314
2020-10-27 20:03:28,1452,-4.0727863,-10.637515,1.5139303
2020-10-27 20:03:28,1502,-2.1444004,-6.8332815,-1.8317175
2020-10-27 20:03:29,1553,-4.6350884,-9.4552,3.5129929
2020-10-27 20:03:29,1602,-0.2641571,-5.261076,-0.08546343
2020-10-27 20:03:29,1652,-0.447189,-18.2435,-4.369437
2020-10-27 20:03:29,1702,-2.5211136,-16.073061,5.5743623
2020-10-27 20:03:29,1752,3.7137897,-7.996892,0.89658064
2020-10-27 20:03:29,1802,-1.8342553,-10.511694,2.8963616
2020-10-27 20:03:29,1852,-4.6532555,-9.959601,1.4042567
2020-10-27 20:03:29,1903,1.7931805,-4.686928,-5.986902
2020-10-27 20:03:29,1952,9.563256,-9.577994,4.914348
2020-10-27 20:03:29,2002,1.722676,-6.970048,-1.1556908
2020-10-27 20:03:29,2052,5.2555213,-11.954776,-5.4404407
2020-10-27 20:03:29,2102,-2.4041328,-22.610487,-3.358318
2020-10-27 20:03:29,2152,5.0340104,-12.472124,1.547047
2020-10-27 20:03:29,2202,4.181406,-8.746507,8.758957
2020-10-27 20:03:29,2253,-5.773694,-9.52175,10.629049
2020-10-27 20:03:29,2302,-4.0730734,-2.808092,0.6529946
2020-10-27 20:03:29,2352,0.9515611,-7.3811226,-5.9192996
2020-10-27 20:03:29,2402,15.367557,-30.25594,-1.0490817
2020-10-27 20:03:29,2452,8.2023535,-18.073847,-0.5734496
2020-10-27 20:03:29,2502,1.2812427,-15.830452,-0.30557674
2020-10-27 20:03:30,2552,4.676221,-3.7831547,-3.6145167
2020-10-27 20:03:30,2602,2.269799,5.4242463,1.6441462
2020-10-27 20:03:30,2653,-7.27573,-0.02822285,5.328133
2020-10-27 20:03:30,2702,3.225076,-4.9839044,3.158134
2020-10-27 20:03:30,2752,10.576453,-10.647551,-8.695875
2020-10-27 20:03:30,2802,8.337559,-16.591185,-8.2624855
2020-10-27 20:03:30,2852,-0.47548845,-21.879633,-14.274968
2020-10-27 20:03:30,2902,8.477237,-13.524558,-1.8962843
2020-10-27 20:03:30,2952,1.433964,-8.625418,4.434694
2020-10-27 20:03:30,3003,-7.9526663,-1.0181487,8.563189
2020-10-27 20:03:30,3052,-1.7369071,0.06924031,-0.9644227
2020-10-27 20:03:30,3102,9.187673,-17.615818,5.478115
2020-10-27 20:03:30,3152,17.146133,-30.984035,0.879486
2020-10-27 20:03:30,3202,1.4343662,-14.106981,-4.249162
2020-10-27 20:03:30,3252,2.520041,-6.3606567,-3.3230467
2020-10-27 20:03:30,3302,0.25754908,5.029327,-4.394835
2020-10-27 20:03:30,3352,-4.080409,5.5876455,14.314731
2020-10-27 20:03:30,3403,-0.54384774,-6.1457148,-2.1576066
2020-10-27 20:03:30,3452,16.392601,-17.550245,-11.611419
2020-10-27 20:03:30,3502,10.039999,-16.77979,-9.854103
2020-10-27 20:03:31,3552,-4.4352107,-24.224342,5.4212966
2020-10-27 20:03:31,3602,11.023728,-13.746184,6.4963408
2020-10-27 20:03:31,3652,2.7089531,-6.3590956,3.6494434
2020-10-27 20:03:31,3702,-7.6741443,-0.6484839,7.1448917
2020-10-27 20:03:31,3753,-1.4861289,-0.57348794,-2.5315812
2020-10-27 20:03:31,3802,6.644858,-20.290714,5.225307
2020-10-27 20:03:31,3852,14.614016,-31.424625,-0.23032221
2020-10-27 20:03:31,3903,0.9396284,-12.725996,-3.728883
2020-10-27 20:03:31,3952,4.3789473,-5.8115892,-4.3271847
2020-10-27 20:03:31,4002,0.12840582,4.845395,-4.8795557
2020-10-27 20:03:31,4052,-4.3875566,6.413425,23.896584
2020-10-27 20:03:31,4102,2.5362258,-5.6120954,-4.338456
2020-10-27 20:03:31,4152,17.342543,-16.284058,-8.141214
2020-10-27 20:03:31,4202,8.329447,-18.630194,-10.716312
2020-10-27 20:03:31,4252,0.6731729,-23.144604,-9.366577
2020-10-27 20:03:31,4303,9.58623,-14.231968,-0.99008864
2020-10-27 20:03:31,4352,0.9927988,-6.603869,1.7105709
2020-10-27 20:03:31,4402,-7.8774886,-1.9926941,2.3799706
2020-10-27 20:03:31,4452,-0.45941857,-0.97309935,1.1941702
2020-10-27 20:03:31,4502,5.48685,-19.714201,6.6764994
2020-10-27 20:03:32,4552,16.962057,-33.946945,-0.5290324
2020-10-27 20:03:32,4602,3.6940138,-11.859171,-4.890866
2020-10-27 20:03:32,4652,2.7542706,-5.7664156,-3.9503562
2020-10-27 20:03:32,4703,1.6500934,6.084921,-2.949034
2020-10-27 20:03:32,4752,-3.4119673,5.62329,20.188274
2020-10-27 20:03:32,4802,-0.9533711,-9.037097,-4.197486
2020-10-27 20:03:32,4852,13.697113,-14.2482395,-12.415459
2020-10-27 20:03:32,4902,10.273271,-16.544767,-7.097496
2020-10-27 20:03:32,4952,-0.87185335,-27.392359,-11.638052
2020-10-27 20:03:32,5002,8.023439,-12.61978,-1.6615856
2020-10-27 20:03:32,5053,2.9746902,-6.0257554,2.0508156
2020-10-27 20:03:32,5102,-6.7077584,-2.4971812,5.205674
2020-10-27 20:03:32,5152,-0.5590748,0.04980897,4.1593413
2020-10-27 20:03:32,5202,2.2234473,-17.739552,0.21366814
2020-10-27 20:03:32,5252,14.467663,-37.096077,2.3945847
2020-10-27 20:03:32,5302,3.7177067,-13.454436,-7.6656113
2020-10-27 20:03:32,5352,0.61404574,-8.198551,-2.4796076
2020-10-27 20:03:32,5403,1.8130618,3.9016485,-6.454308
2020-10-27 20:03:32,5452,-0.70498705,6.3909,14.155746
2020-10-27 20:03:32,5502,-3.5999599,-9.580618,-3.0447352
2020-10-27 20:03:33,5552,17.963655,-16.909346,-5.1346526
2020-10-27 20:03:33,5602,9.805022,-14.585466,-8.804609
2020-10-27 20:03:33,5652,-2.280343,-26.0721,-21.32048
2020-10-27 20:03:33,5702,5.39044,-13.855274,5.064723
2020-10-27 20:03:33,5752,4.3691497,-7.218834,2.630222
