33,Standing,1603184901475,-0.14149731,-0.10803596,9.768879
33,Standing,1603184901490,-0.13599066,-0.12310027,9.777058
33,Standing,1603184901510,-0.15668614,-0.10702081,9.77135
33,Standing,1603184901530,-0.15011644,-0.12476664,9.807378
33,Standing,1603184901550,-0.12660539,-0.12476664,9.772931
33,Standing,1603184901570,-0.13800178,-0.12839626,9.766667
33,Standing,1603184901591,-0.12795572,-0.11296801,9.80461
33,Standing,1603184901611,-0.14618996,-0.12840582,9.766954
33,Standing,1603184901631,-0.13812628,-0.12076353,9.78336
33,Standing,1603184901650,-0.1501739,-0.12587754,9.79941
33,Standing,1603184901670,-0.12627019,-0.12179783,9.798577
33,Standing,1603184901689,-0.14911088,-0.11958559,9.798471
33,Standing,1603184901710,-0.13995546,-0.13472651,9.7979355
33,Standing,1603184901730,-0.124211185,-0.12056243,9.789968
33,Standing,1603184901751,-0.1499345,-0.15147635,9.799007
33,Standing,1603184901770,-0.14171758,-0.1322557,9.786702
33,Standing,1603184901790,-0.12828133,-0.12429738,9.782948
33,Standing,1603184901810,-0.15148593,-0.14340311,9.788627
33,Standing,1603184901830,-0.13905524,-0.14093228,9.791903
33,Standing,1603184901850,-0.12879847,-0.14524186,9.778647
33,Standing,1603184901871,-0.13867216,-0.13088621,9.782995
33,Standing,1603184901890,-0.14894807,-0.13598108,9.773256
33,Standing,1603184901910,-0.14750199,-0.14725298,9.780007
33,Standing,1603184901930,-0.15859193,-0.12095507,9.751421
33,Standing,1603184901950,-0.16507542,-0.12495817,9.746163
33,Standing,1603184901970,-0.15580507,-0.12231498,9.785246
33,Standing,1603184901990,-0.13348153,-0.127429,9.787812
33,Standing,1603184902010,-0.14953226,-0.13826995,9.756295
33,Standing,1603184902030,-0.15657121,-0.11668382,9.746268
33,Standing,1603184902050,-0.13606727,-0.1272566,9.757004
33,Standing,1603184902071,-0.14476302,-0.13455413,9.749572
33,Standing,1603184902090,-0.17230591,-0.121079564,9.765585
33,Standing,1603184902110,-0.15201265,-0.1260212,9.75574
33,Standing,1603184902130,-0.15510596,-0.118532136,9.762654
33,Standing,1603184902151,-0.141708,-0.12442187,9.756065
33,Standing,1603184902170,-0.1459601,-0.12854949,9.751564
33,Standing,1603184902190,-0.15969326,-0.13649823,9.754274
33,Standing,1603184902210,-0.16434757,-0.14211023,9.745024
33,Standing,1603184902230,-0.14873739,-0.10667605,9.759245
33,Standing,1603184902250,-0.15121777,-0.11295844,9.760394
33,Standing,1603184902271,-0.13941915,-0.12491987,9.768994
33,Standing,1603184902290,-0.1347361,-0.09964667,9.760106
33,Standing,1603184902310,-0.15332468,-0.107423045,9.782134
33,Standing,1603184902330,-0.14260823,-0.12550405,9.78786
33,Standing,1603184902350,-0.13361561,-0.12685439,9.783379
33,Standing,1603184902370,-0.1428668,-0.12637554,9.7942
33,Standing,1603184902391,-0.1382891,-0.103917934,9.803423
33,Standing,1603184902411,-0.12717041,-0.12722787,9.78336
33,Standing,1603184902430,-0.13257173,-0.11513237,9.793865
33,Standing,1603184902450,-0.13294524,-0.14208151,9.796786
33,Standing,1603184902470,-0.14064498,-0.13793476,9.803078
