Timestamp,Milliseconds,X,Y,Z
2020-10-27 19:37:21,3,-0.8601696,2.2468722,7.3035984
2020-10-27 19:37:21,51,-1.2789347,1.5481483,10.46338
2020-10-27 19:37:21,101,-0.57318145,1.7922515,9.206893
2020-10-27 19:37:21,152,-1.3041121,1.5660665,9.906297
2020-10-27 19:37:21,201,-1.0391409,1.248624,11.457615
2020-10-27 19:37:21,251,-0.5771654,1.5981009,9.517795
2020-10-27 19:37:21,301,-2.0202274,1.6393194,9.617776
2020-10-27 19:37:21,351,-0.85964286,2.040559,8.542856
2020-10-27 19:37:21,401,-2.3280737,2.6746871,7.2927194
2020-10-27 19:37:21,451,-2.0601625,2.3826904,7.439752
2020-10-27 19:37:21,501,-2.261065,3.515215,9.822759
2020-10-27 19:37:21,552,-5.3838987,2.5732784,10.0153475
2020-10-27 19:37:21,601,-2.829324,4.103719,8.6903305
2020-10-27 19:37:21,651,-3.5534072,3.5224836,6.332692
2020-10-27 19:37:21,701,-2.9690208,2.6644497,7.7870646
2020-10-27 19:37:21,751,-4.4865427,2.306775,8.14812
2020-10-27 19:37:21,801,-0.22700863,2.851274,8.015606
2020-10-27 19:37:21,851,-3.9363835,-2.1818073,0.94493395
2020-10-27 19:37:21,902,-1.6434662,-4.2651076,7.375396
2020-10-27 19:37:21,951,-3.3326235,-5.807423,4.088425
2020-10-27 19:37:22,1001,-6.719739,-7.8739357,6.7838745
2020-10-27 19:37:22,1051,-11.40343,-9.749899,4.9763193
2020-10-27 19:37:22,1101,-10.453573,-8.467401,7.0483284
2020-10-27 19:37:22,1151,-16.43651,-9.028918,6.545326
2020-10-27 19:37:22,1201,-15.981698,-8.135641,4.8200645
2020-10-27 19:37:22,1252,-10.456379,-6.179281,8.477111
2020-10-27 19:37:22,1301,-5.4693236,-4.3219748,3.2374682
2020-10-27 19:37:22,1351,-6.1159496,-4.589876,-4.8025007
2020-10-27 19:37:22,1401,-6.965001,-1.9277442,3.5387354
2020-10-27 19:37:22,1451,-7.7000303,-5.833482,-5.0366344
2020-10-27 19:37:22,1501,-2.4826531,-8.059678,-2.411191
2020-10-27 19:37:22,1551,-7.26939,-14.421722,-0.59256494
2020-10-27 19:37:22,1601,-7.434322,-10.899325,0.6485988
2020-10-27 19:37:22,1652,-7.6152277,-5.065029,1.516631
2020-10-27 19:37:22,1701,-7.6155343,-8.058797,-1.074039
2020-10-27 19:37:22,1751,-9.471185,-9.488901,2.1976569
2020-10-27 19:37:22,1801,-6.7880983,-10.496918,-2.8867273
2020-10-27 19:37:22,1851,-5.335938,-10.723927,0.9261634
2020-10-27 19:37:22,1901,-8.290881,-8.987086,1.439873
2020-10-27 19:37:22,1951,-2.3627706,-7.0433874,-0.048094723
2020-10-27 19:37:23,2002,-0.7100053,-2.7603135,1.3286575
2020-10-27 19:37:23,2051,-7.2947497,-4.7767386,-0.081259206
2020-10-27 19:37:23,2101,-1.8586667,-5.4714117,4.1875257
2020-10-27 19:37:23,2151,-13.543865,-9.086761,3.5898852
2020-10-27 19:37:23,2201,-11.723275,-5.4141707,3.0432699
2020-10-27 19:37:23,2251,-4.043165,-9.695808,-2.3988752
2020-10-27 19:37:23,2301,-2.1904266,-7.9079046,6.9811378
2020-10-27 19:37:23,2352,-3.1957707,-7.7841816,-0.37916493
2020-10-27 19:37:23,2401,-2.5257967,-6.1236978,-5.8658133
2020-10-27 19:37:23,2451,-8.403591,-9.103243,4.0521383
2020-10-27 19:37:23,2501,-4.867422,-1.3713222,-2.9431155
2020-10-27 19:37:23,2551,-0.061607596,-5.6215086,-5.5714226
2020-10-27 19:37:23,2601,0.13842317,-3.8333945,1.7037426
2020-10-27 19:37:23,2652,0.4972661,-4.88557,-3.3260536
2020-10-27 19:37:23,2701,0.4123294,-44.083218,-6.5954704
2020-10-27 19:37:23,2751,-15.058609,-12.582813,20.568253
2020-10-27 19:37:23,2801,0.14117171,-10.663545,0.45320323
2020-10-27 19:37:23,2851,-0.014901511,-13.2191925,0.19684169
2020-10-27 19:37:23,2901,5.0861945,-13.611218,-4.90163
2020-10-27 19:37:23,2951,5.5869174,-18.486656,2.3996603
2020-10-27 19:37:24,3001,-2.2347672,-9.766686,0.95407027
2020-10-27 19:37:24,3052,-0.41079712,-5.7976456,-3.6731555
