Timestamp,Milliseconds,X,Y,Z
2020-10-27 18:15:59,2,-1.7036277,3.916282,7.8383193
2020-10-27 18:15:59,50,-1.1610633,3.8007474,9.570361
2020-10-27 18:15:59,100,-1.1195862,4.075267,9.779088
2020-10-27 18:15:59,150,-1.595927,3.7049122,8.543306
2020-10-27 18:15:59,200,-1.3589488,3.9020796,7.182356
2020-10-27 18:15:59,250,-1.1939118,4.2628665,7.2950845
2020-10-27 18:15:59,300,-2.020955,3.856063,8.559692
2020-10-27 18:15:59,350,-2.345293,3.6216035,6.751371
2020-10-27 18:15:59,400,-3.1056914,3.075783,11.057171
2020-10-27 18:15:59,451,-1.8060135,3.5270326,12.273405
2020-10-27 18:16:00,500,-4.1676636,4.374149,8.000216
2020-10-27 18:16:00,550,-2.5483117,4.948566,8.277846
2020-10-27 18:16:00,600,-2.0592241,5.0557017,6.3414264
2020-10-27 18:16:00,651,-4.540517,5.674526,7.187748
2020-10-27 18:16:00,700,-2.6685388,5.7854447,6.078945
2020-10-27 18:16:00,750,-3.030686,6.474276,2.8186936
2020-10-27 18:16:00,800,-5.5713167,6.1884847,5.8257055
2020-10-27 18:16:00,851,-3.3643992,5.6611857,8.003424
2020-10-27 18:16:00,900,-0.044043735,4.6585035,4.7964387
2020-10-27 18:16:00,950,0.91241115,4.3973155,5.888232
2020-10-27 18:16:00,1000,0.24354778,-0.87994576,5.594569
2020-10-27 18:16:00,1050,-2.144812,-3.486063,3.6932476
2020-10-27 18:16:00,1100,-6.1857934,-7.0181236,5.1355534
2020-10-27 18:16:00,1150,-6.364114,-6.9903793,8.841949
2020-10-27 18:16:00,1200,-11.079389,-8.012752,5.553466
2020-10-27 18:16:00,1250,-11.480044,-8.41356,10.179772
2020-10-27 18:16:00,1300,-13.859056,-7.8486147,12.09272
2020-10-27 18:16:00,1351,-15.01218,-8.115606,5.799092
2020-10-27 18:16:00,1400,-15.43063,-8.892525,4.1504064
2020-10-27 18:16:00,1450,-5.7168174,-5.7564845,2.7493384
2020-10-27 18:16:01,1500,0.73059547,-2.646838,8.509414
2020-10-27 18:16:01,1550,-5.0739264,-4.9770665,-2.2765987
2020-10-27 18:16:01,1601,-9.597511,-5.237728,-0.28182626
2020-10-27 18:16:01,1650,-3.3053582,-6.3202996,-3.7236829
2020-10-27 18:16:01,1700,-5.920286,-7.4038677,-2.1274686
2020-10-27 18:16:01,1751,-5.0384254,-4.541753,0.47193545
2020-10-27 18:16:01,1800,-7.254929,-5.553427,-2.0156689
2020-10-27 18:16:01,1850,-0.057863068,-2.3736594,-3.0938928
2020-10-27 18:16:01,1901,-9.638099,-13.595618,-0.2357714
2020-10-27 18:16:01,1950,-12.62429,-13.175416,-3.0350146
2020-10-27 18:16:01,2000,-6.168852,-9.927433,0.67844015
2020-10-27 18:16:01,2050,-4.7984686,-6.285067,0.55533034
2020-10-27 18:16:01,2100,-0.41560468,-4.2225003,-1.0039846
2020-10-27 18:16:01,2150,-7.335604,-23.805672,10.366788
2020-10-27 18:16:01,2200,-3.4502075,-19.881039,-3.203643
2020-10-27 18:16:01,2250,2.2568893,-5.3447394,-3.7312677
2020-10-27 18:16:01,2301,0.64290065,-6.571356,-1.2217133
2020-10-27 18:16:01,2350,4.341272,-4.0451765,0.27196217
2020-10-27 18:16:01,2400,4.952971,-2.5488958,3.6843698
2020-10-27 18:16:01,2450,-7.9095135,-16.417816,8.585119
2020-10-27 18:16:02,2500,-13.523964,-14.031526,2.075907
2020-10-27 18:16:02,2551,3.6344557,-12.782021,-6.4183283
2020-10-27 18:16:02,2600,12.80737,-2.9200833,4.3632503
2020-10-27 18:16:02,2650,4.503781,-7.7591386,-4.4665847
2020-10-27 18:16:02,2700,2.844302,-13.772664,-5.860412
2020-10-27 18:16:02,2750,-7.119005,-14.267134,3.6077747
2020-10-27 18:16:02,2800,-0.8802426,-8.071496,2.0104303
2020-10-27 18:16:02,2850,1.6557916,-6.94352,-2.3523319
2020-10-27 18:16:02,2900,1.9394662,-10.813221,-3.4079833
2020-10-27 18:16:02,2950,3.2406192,-10.910349,10.94516
2020-10-27 18:16:02,3001,-9.762242,-11.500615,2.4513273
2020-10-27 18:16:02,3050,-2.7178977,-13.352282,6.5306163
2020-10-27 18:16:02,3100,-0.58735514,-12.232359,-1.2468907
2020-10-27 18:16:02,3150,4.8849373,-13.924274,-5.7187424
2020-10-27 18:16:02,3200,5.436667,-24.063135,1.1876485
2020-10-27 18:16:02,3251,2.3786201,-9.236246,-1.5555607
2020-10-27 18:16:02,3300,0.6746765,-4.877104,-1.2229007
2020-10-27 18:16:02,3350,3.1587467,-0.49223828,-3.5786228
2020-10-27 18:16:02,3400,6.168603,0.078280814,-3.1789637
2020-10-27 18:16:02,3450,8.563102,-9.226497,25.26715
2020-10-27 18:16:03,3500,-7.107159,-20.894678,7.785302
2020-10-27 18:16:03,3551,5.7863736,-10.597837,-6.5904045
2020-10-27 18:16:03,3600,8.214947,-4.7689433,-2.8320148
2020-10-27 18:16:03,3650,5.342699,-9.604111,-5.5856633
2020-10-27 18:16:03,3700,4.526813,-10.186266,-2.9568007
2020-10-27 18:16:03,3750,-2.811358,-16.31613,-10.252527
2020-10-27 18:16:03,3800,-5.5478253,-9.552079,14.159969
2020-10-27 18:16:03,3850,4.1582875,-6.530942,-2.8311243
2020-10-27 18:16:03,3900,3.281694,-9.221249,-4.3085384
2020-10-27 18:16:03,3950,2.4766867,-12.102604,11.668889
2020-10-27 18:16:03,4001,-2.9722385,-11.359912,-2.925245
2020-10-27 18:16:03,4050,-2.7463791,-14.413382,2.5849333
2020-10-27 18:16:03,4100,2.5724738,-12.604438,5.0765123
2020-10-27 18:16:03,4151,6.7233014,-13.269174,-7.060827
2020-10-27 18:16:03,4200,7.026647,-17.529215,5.3552356
2020-10-27 18:16:03,4250,3.610715,-10.65504,-4.6088862
2020-10-27 18:16:03,4300,-0.3567169,-7.1113343,-2.2159867
2020-10-27 18:16:03,4350,1.5621208,-2.4851432,-4.8975024
2020-10-27 18:16:03,4400,4.124175,-0.47291228,-3.9520035
2020-10-27 18:16:03,4450,8.95599,-1.0384706,2.4070537
2020-10-27 18:16:04,4500,-3.4229136,-30.37449,6.5630717
2020-10-27 18:16:04,4551,1.8986785,-2.5753663,8.262036
2020-10-27 18:16:04,4600,7.136349,-12.683418,-5.530922
2020-10-27 18:16:04,4650,6.9541407,-6.273795,-5.029452
2020-10-27 18:16:04,4701,4.3928523,-7.307927,-1.84886
2020-10-27 18:16:04,4750,2.0675368,-11.664657,-7.8988066
2020-10-27 18:16:04,4800,-2.410329,-10.57246,-4.430068
2020-10-27 18:16:04,4850,1.4620146,-7.5558133,2.4190729
2020-10-27 18:16:04,4901,3.2560568,-7.6079397,-2.5893579
2020-10-27 18:16:04,4951,4.0379934,-11.025213,3.970745
2020-10-27 18:16:04,5000,0.08225519,-11.95195,-0.7381036
2020-10-27 18:16:04,5051,-5.3671966,-10.789508,0.23683442
2020-10-27 18:16:04,5100,0.8270147,-12.900352,5.9821234
2020-10-27 18:16:04,5150,1.7712592,-11.264288,0.15101667
2020-10-27 18:16:04,5200,4.9182744,-14.504485,-7.1134605
2020-10-27 18:16:04,5251,5.401032,-18.33287,4.1364527
